Side,Structure,Monolith,Lift,Collated,Name,Actual Start,Actual End,Duration in days,Actual Quantity,Design Quantity,Number of Pours,Days before next lift,Activity Type,Revision Process,,,RFC Number
A,T3,C101,F01,AT3C101F01,AT3C101F01,05/19/2014,05/19/2014,1,416,398,1,46,Construct,.,,,
A,T3,C102,F01a,AT3C102F01a,AT3C102F01a,07/04/2014,07/04/2014,1,630,658,1,0,Construct,Code 04.,"Lift ""C1-02 F01a/b+T3-C2-03-W02(I)+T3-C2-04-W02"" will be separated into ""C1-02 F01a"", ""C1-02 F01b"" , ""C2-04 W02"".",Code 04a.,A-P-S 6830-0011
A,T3,C102,F01b,AT3C102F01b,AT3C102F01b,07/04/2014,07/04/2014,1,0,0,0,0,Construct,Code 04.,"Lift ""C1-02 F01a/b+T3-C2-03-W02(I)+T3-C2-04-W02"" will be separated into ""C1-02 F01a"", ""C1-02 F01b"" , ""C2-04 W02"".",Code 04a.,A-P-S 6830-0011
A,T3,C204,W02,AT3C204W02,AT3C204W02,07/04/2014,07/04/2014,1,0,0,0,26,Construct,Code 04.,"Lift ""C1-02 F01a/b+T3-C2-03-W02(I)+T3-C2-04-W02"" will be separated into ""C1-02 F01a"", ""C1-02 F01b"" , ""C2-04 W02"".",Code 04a.,A-P-S 6830-0009
A,T3,C103,F01b,AT3C103F01b,AT3C103F01b,07/30/2014,07/31/2014,2,339,257,2,-1,Construct,Code 04.,"Lift ""F01b+T3-C02-04-W01"" will be separated into ""C1-03 F01b"" and  ""C2-04 W01"".",Code 04a.,A-P-S 6830-0011
A,T3,C204,W01,AT3C204W01,AT3C204W01,07/30/2014,07/31/2014,2,0,0,0,5,Construct,Code 04.,"Lift ""F01b+T3-C02-04-W01"" will be separated into ""C1-03 F01b"" and  ""C2-04 W01"".",Code 04a.,A-P-S 6830-0011
A,T3,C101,W03,AT3C101W03,AT3C101W03,08/05/2014,08/05/2014,1,120,87,1,55,Construct,,,,A-P-S 6830-0011
A,T3,C101,W02,AT3C101W02,AT3C101W02,09/29/2014,09/29/2014,1,74,68,1,52,Construct,,,,A-P-S 6830-0011
A,T3,C102,W08,AT3C102W08,AT3C102W08,11/20/2014,11/20/2014,1,38,30,1,8,Construct,,,,A-P-S 6830-0011
A,T3,C102,P09,AT3C102P09,AT3C102P09,11/28/2014,11/28/2014,1,27,21,1,0,Construct,Code 03.,"Lift ""P09/P08"" will be separated into ""P09"" and ""P08"". All quantities will be assigned to ""P09"".",Code 03a.,A-P-S 6830-0011
